"ano";"cod_mun";"homicidio";"suicidio";"armas";"drogas";"alcool"
"2112902";2000;2112902;5;0;0;0;0
"2113009";2000;2113009;0;0;0;0;0
"2114007";2000;2114007;3;0;0;0;0
"2200053";2000;2200053;0;0;0;0;0
"2200103";2000;2200103;0;0;0;0;0
"2200202";2000;2200202;0;0;0;0;0
"2200251";2000;2200251;1;0;0;0;1
"2200277";2000;2200277;0;0;0;0;0
"2200301";2000;2200301;0;0;0;0;0
"2200400";2000;2200400;0;0;0;0;0
"2200459";2000;2200459;0;0;0;0;0
"2200509";2000;2200509;0;0;0;0;0
"2200608";2000;2200608;0;0;0;0;0
"2200707";2000;2200707;0;0;0;0;0
"2200806";2000;2200806;0;0;0;0;0
"2200905";2000;2200905;0;0;1;0;0
"2201002";2000;2201002;0;0;0;0;0
"2201051";2000;2201051;0;0;0;0;0
"2201101";2000;2201101;1;0;0;0;0
"2201150";2000;2201150;0;0;0;0;0
"2201176";2000;2201176;0;0;0;0;0
"2201200";2000;2201200;0;0;0;0;0
"2201309";2000;2201309;0;0;0;0;0
"2201408";2000;2201408;0;0;0;0;0
"2201507";2000;2201507;1;0;0;0;0
"2201556";2000;2201556;0;0;0;0;0
"2201572";2000;2201572;0;0;0;0;0
"2201606";2000;2201606;0;0;0;0;0
"2201705";2000;2201705;0;0;0;0;0
"2201739";2000;2201739;0;0;0;0;0
"2201770";2000;2201770;0;0;0;0;0
"2201804";2000;2201804;0;0;0;0;0
"2201903";2000;2201903;1;0;0;0;0
"2201919";2000;2201919;0;0;0;0;0
"2201929";2000;2201929;1;0;0;0;0
"2201945";2000;2201945;1;0;0;0;0
"2201960";2000;2201960;0;0;0;0;0
"2201988";2000;2201988;0;0;0;0;0
"2202000";2000;2202000;0;0;0;0;1
"2202026";2000;2202026;0;0;0;0;0
"2202059";2000;2202059;0;0;0;0;0
"2202075";2000;2202075;0;0;0;0;0
"2202083";2000;2202083;0;0;0;0;0
"2202091";2000;2202091;0;0;0;0;0
"2202109";2000;2202109;0;0;0;0;0
"2202117";2000;2202117;0;0;0;0;0
"2202133";2000;2202133;0;0;0;0;0
"2202174";2000;2202174;0;0;0;0;1
"2202208";2000;2202208;1;0;0;0;0
"2202251";2000;2202251;0;0;0;0;0
"2202307";2000;2202307;0;0;0;0;0
"2202406";2000;2202406;0;0;0;0;0
"2202455";2000;2202455;0;0;0;0;0
"2202505";2000;2202505;1;0;0;0;0
"2202539";2000;2202539;0;0;0;0;0
"2202554";2000;2202554;2;0;0;0;0
"2202604";2000;2202604;1;0;0;0;0
"2202653";2000;2202653;1;0;0;0;0
"2202703";2000;2202703;1;0;0;0;0
"2202711";2000;2202711;0;0;0;0;0
"2202729";2000;2202729;0;0;0;0;0
"2202737";2000;2202737;0;0;0;0;0
"2202752";2000;2202752;0;0;0;0;1
"2202778";2000;2202778;0;0;0;0;0
"2202802";2000;2202802;0;0;0;0;0
"2202851";2000;2202851;0;0;0;0;0
"2202901";2000;2202901;0;0;0;0;0
"2203008";2000;2203008;0;0;0;0;0
"2203107";2000;2203107;0;0;0;0;0
"2203206";2000;2203206;0;0;0;0;0
"2203230";2000;2203230;0;0;0;0;0
"2203255";2000;2203255;0;0;0;0;0
"2203305";2000;2203305;0;0;0;0;0
"2203354";2000;2203354;0;0;0;0;0
"2203404";2000;2203404;0;0;0;0;0
"2203420";2000;2203420;0;0;0;0;0
"2203453";2000;2203453;1;0;0;0;0
"2203503";2000;2203503;0;0;1;0;0
"2203602";2000;2203602;0;0;0;0;0
"2203701";2000;2203701;2;0;0;0;1
"2203750";2000;2203750;0;0;0;0;0
"2203800";2000;2203800;0;0;0;0;0
"2203859";2000;2203859;0;0;0;0;0
"2203909";2000;2203909;2;0;0;0;3
"2204006";2000;2204006;0;0;0;0;0
"2204105";2000;2204105;0;0;0;0;0
"2204154";2000;2204154;0;0;0;0;0
"2204204";2000;2204204;0;0;0;0;0
"2204303";2000;2204303;1;0;0;0;0
"2204352";2000;2204352;0;0;0;0;0
"2204402";2000;2204402;0;0;0;0;0
"2204501";2000;2204501;1;0;0;0;0
"2204550";2000;2204550;1;0;0;0;0
"2204600";2000;2204600;0;0;0;0;0
"2204659";2000;2204659;0;0;0;0;0
"2204709";2000;2204709;1;0;0;0;0
"2204808";2000;2204808;0;0;0;0;0
"2204907";2000;2204907;1;0;0;0;0
"2205003";2000;2205003;0;0;0;0;0
"2205102";2000;2205102;0;0;0;0;0
"2205151";2000;2205151;2;0;0;0;0
"2205201";2000;2205201;2;0;0;0;0
"2205250";2000;2205250;0;0;0;0;0
"2205276";2000;2205276;0;0;0;0;0
"2205300";2000;2205300;0;0;0;0;0
"2205359";2000;2205359;0;0;0;0;0
"2205409";2000;2205409;0;0;0;0;0
"2205458";2000;2205458;0;0;0;0;0
"2205508";2000;2205508;1;0;0;0;2
"2205516";2000;2205516;0;0;0;0;0
"2205524";2000;2205524;0;0;0;0;0
"2205532";2000;2205532;0;0;0;0;0
"2205540";2000;2205540;0;0;0;0;0
"2205557";2000;2205557;0;0;0;0;0
"2205565";2000;2205565;0;0;0;0;0
"2205573";2000;2205573;0;0;0;0;0
"2205581";2000;2205581;0;0;0;0;0
"2205599";2000;2205599;1;0;0;0;0
"2205607";2000;2205607;1;0;0;0;0
"2205706";2000;2205706;0;0;0;0;0
"2205805";2000;2205805;1;0;0;0;0
"2205854";2000;2205854;0;0;0;0;1
"2205904";2000;2205904;1;0;0;0;0
"2205953";2000;2205953;1;0;0;0;0
"2206001";2000;2206001;0;0;0;0;0
"2206100";2000;2206100;0;0;0;0;0
"2206209";2000;2206209;1;0;0;0;0
"2206308";2000;2206308;0;0;0;0;0
"2206357";2000;2206357;0;0;0;0;0
"2206407";2000;2206407;1;0;0;0;1
"2206506";2000;2206506;0;0;0;0;0
"2206605";2000;2206605;0;0;0;0;0
"2206654";2000;2206654;0;0;0;0;0
"2206670";2000;2206670;0;0;0;0;0
"2206696";2000;2206696;0;0;0;0;0
"2206704";2000;2206704;1;0;0;0;0
"2206753";2000;2206753;0;0;0;0;0
"2206803";2000;2206803;0;0;0;0;0
"2206902";2000;2206902;0;0;0;0;0
"2206951";2000;2206951;0;0;0;0;0
"2207009";2000;2207009;2;0;0;0;0
"2207108";2000;2207108;0;0;0;0;0
"2207207";2000;2207207;0;0;0;0;1
"2207306";2000;2207306;0;0;0;0;0
"2207355";2000;2207355;0;0;0;0;0
"2207405";2000;2207405;0;0;0;0;0
"2207504";2000;2207504;0;0;0;0;1
"2207553";2000;2207553;0;0;0;0;0
"2207603";2000;2207603;0;0;0;0;0
"2207702";2000;2207702;6;0;0;0;3
"2207751";2000;2207751;0;0;0;0;0
"2207777";2000;2207777;0;0;0;0;0
"2207801";2000;2207801;2;0;0;0;0
"2207850";2000;2207850;0;0;0;0;0
"2207900";2000;2207900;0;0;0;0;0
"2207934";2000;2207934;0;0;0;0;0
"2207959";2000;2207959;1;0;0;0;0
"2208007";2000;2208007;3;0;1;0;0
"2208106";2000;2208106;1;0;0;0;0
"2208205";2000;2208205;1;0;0;0;0
"2208304";2000;2208304;1;0;0;0;1
"2208403";2000;2208403;1;0;0;0;5
"2208502";2000;2208502;0;0;0;0;0
"2208551";2000;2208551;0;0;0;0;0
"2208601";2000;2208601;0;0;0;0;0
"2208650";2000;2208650;0;0;0;0;0
"2208700";2000;2208700;1;0;0;0;1
"2208809";2000;2208809;1;0;0;0;0
"2208858";2000;2208858;0;0;0;0;0
"2208874";2000;2208874;0;0;0;0;0
"2208908";2000;2208908;0;0;0;0;0
"2209005";2000;2209005;1;0;0;0;0
"2209104";2000;2209104;0;0;0;0;0
"2209153";2000;2209153;0;0;0;0;0
"2209203";2000;2209203;0;0;0;0;0
"2209302";2000;2209302;0;0;0;0;0
"2209351";2000;2209351;0;0;0;0;0
"2209377";2000;2209377;0;0;0;0;0
"2209401";2000;2209401;1;0;0;0;0
"2209450";2000;2209450;0;0;0;0;0
"2209500";2000;2209500;0;0;0;0;0
"2209559";2000;2209559;0;0;0;0;0
"2209609";2000;2209609;0;0;0;0;0
"2209658";2000;2209658;0;0;0;0;0
"2209708";2000;2209708;0;0;0;0;0
"2209757";2000;2209757;0;0;0;0;0
"2209807";2000;2209807;0;0;0;0;0
"2209856";2000;2209856;2;0;0;0;0
"2209872";2000;2209872;0;0;0;0;0
"2209906";2000;2209906;0;0;0;0;0
"2209955";2000;2209955;0;0;0;0;0
"2209971";2000;2209971;1;0;0;0;0
"2210003";2000;2210003;3;0;0;0;1
"2210052";2000;2210052;0;0;0;0;0
"2210102";2000;2210102;0;0;0;0;0
"2210201";2000;2210201;1;0;0;0;1
"2210300";2000;2210300;0;0;0;0;0
"2210359";2000;2210359;0;0;0;0;0
"2210375";2000;2210375;1;0;0;0;0
"2210383";2000;2210383;0;0;0;0;0
"2210391";2000;2210391;0;0;0;0;0
"2210409";2000;2210409;0;0;0;0;0
"2210508";2000;2210508;2;0;0;0;0
"2210607";2000;2210607;0;0;0;0;0
"2210623";2000;2210623;0;0;1;0;0
"2210631";2000;2210631;0;0;0;0;0
"2210656";2000;2210656;0;0;0;0;0
"2210706";2000;2210706;4;0;0;0;0
"2210805";2000;2210805;1;0;0;0;0
"2210904";2000;2210904;0;0;0;0;0
"2210938";2000;2210938;0;0;0;0;0
"2210953";2000;2210953;0;0;0;0;0
"2210979";2000;2210979;0;0;0;0;0
"2211001";2000;2211001;159;0;2;3;44
"2211100";2000;2211100;0;0;0;0;0
"2211209";2000;2211209;1;0;1;0;0
"2211308";2000;2211308;1;0;0;0;0
"2211357";2000;2211357;0;0;0;0;0
"2211407";2000;2211407;0;0;0;0;0
"2211506";2000;2211506;0;0;0;0;0
"2211605";2000;2211605;0;0;0;0;0
"2211704";2000;2211704;0;0;0;0;0
"2300101";2000;2300101;0;0;0;0;0
"2300150";2000;2300150;0;0;0;0;1
"2300200";2000;2300200;0;0;0;0;6
"2300309";2000;2300309;5;0;1;0;6
"2300408";2000;2300408;4;0;0;0;0
"2300507";2000;2300507;0;0;0;0;1
"2300606";2000;2300606;0;0;0;0;1
"2300705";2000;2300705;2;0;0;0;0
"2300754";2000;2300754;2;0;0;0;3
"2300804";2000;2300804;0;0;0;0;0
"2300903";2000;2300903;2;0;0;0;0
"2301000";2000;2301000;10;0;0;0;4
"2301109";2000;2301109;3;0;1;0;8
"2301208";2000;2301208;4;0;0;0;0
"2301257";2000;2301257;0;0;0;0;0
"2301307";2000;2301307;2;0;0;0;0
"2301406";2000;2301406;1;0;0;0;0
"2301505";2000;2301505;2;0;0;0;0
"2301604";2000;2301604;2;0;1;0;3
"2301703";2000;2301703;0;0;0;0;0
"2301802";2000;2301802;0;0;0;0;0
"2301851";2000;2301851;1;0;0;0;2
"2301901";2000;2301901;14;0;0;0;6
"2301950";2000;2301950;0;0;0;0;1
"2302008";2000;2302008;3;0;0;0;0
"2302057";2000;2302057;0;0;0;0;2
"2302107";2000;2302107;4;0;0;0;6
"2302206";2000;2302206;3;0;0;0;5
"2302305";2000;2302305;0;0;0;0;0
"2302404";2000;2302404;7;0;0;0;2
"2302503";2000;2302503;0;0;0;0;8
"2302602";2000;2302602;3;0;0;0;8
"2302701";2000;2302701;4;0;0;0;1
"2302800";2000;2302800;12;0;1;0;4
"2302909";2000;2302909;1;0;0;0;1
"2303006";2000;2303006;0;0;0;0;0
"2303105";2000;2303105;0;0;0;0;1
"2303204";2000;2303204;1;0;0;0;3
"2303303";2000;2303303;0;0;1;0;4
"2303402";2000;2303402;2;0;0;0;6
"2303501";2000;2303501;2;0;0;0;2
"2303600";2000;2303600;2;0;0;0;1
"2303659";2000;2303659;1;0;0;0;0
"2303709";2000;2303709;48;0;0;0;6
"2303808";2000;2303808;2;0;0;0;1
"2303907";2000;2303907;0;0;0;0;1
"2303931";2000;2303931;0;0;0;0;0
"2303956";2000;2303956;2;0;0;0;2
"2304004";2000;2304004;1;0;0;0;1
"2304103";2000;2304103;8;0;0;0;6
"2304202";2000;2304202;22;0;0;0;6
"2304236";2000;2304236;2;0;0;0;4
"2304251";2000;2304251;0;0;0;0;0
"2304269";2000;2304269;0;0;0;0;0
"2304277";2000;2304277;0;0;0;0;1
"2304285";2000;2304285;3;0;0;0;0
"2304301";2000;2304301;5;0;0;0;2
"2304350";2000;2304350;0;0;0;0;1
"2304400";2000;2304400;604;0;5;6;114
"2304459";2000;2304459;0;0;0;0;1
"2304509";2000;2304509;1;0;0;0;0
"2304608";2000;2304608;2;0;0;0;0
"2304657";2000;2304657;0;0;0;0;5
"2304707";2000;2304707;0;0;0;0;3
"2304806";2000;2304806;1;0;0;0;0
"2304905";2000;2304905;0;0;0;0;0
"2304954";2000;2304954;2;0;0;0;1
"2305001";2000;2305001;5;0;0;0;8
"2305100";2000;2305100;1;0;0;0;0
"2305209";2000;2305209;2;0;0;0;1
"2305233";2000;2305233;10;0;0;0;2
"2305266";2000;2305266;0;0;0;0;0
"2305308";2000;2305308;2;0;0;0;2
"2305332";2000;2305332;0;0;0;0;1
"2305357";2000;2305357;1;0;0;0;0
"2305407";2000;2305407;13;0;0;0;1
"2305506";2000;2305506;13;0;1;0;8
"2305605";2000;2305605;1;0;1;0;1
"2305654";2000;2305654;0;0;0;0;1
"2305704";2000;2305704;2;0;0;0;0
"2305803";2000;2305803;5;0;0;0;4
"2305902";2000;2305902;2;0;0;0;7
"2306009";2000;2306009;0;0;0;0;2
"2306108";2000;2306108;2;0;0;0;0
"2306207";2000;2306207;0;0;0;0;0
"2306256";2000;2306256;8;0;0;0;0
"2306306";2000;2306306;8;0;0;0;11
"2306405";2000;2306405;5;0;0;0;6
"2306504";2000;2306504;2;0;0;0;0
"2306553";2000;2306553;0;0;0;0;2
"2306603";2000;2306603;1;0;0;0;0
"2306702";2000;2306702;1;0;1;0;6
"2306801";2000;2306801;0;0;0;0;0
"2306900";2000;2306900;5;0;1;0;2
"2307007";2000;2307007;1;0;0;0;0
"2307106";2000;2307106;3;0;1;0;4
"2307205";2000;2307205;0;0;0;0;0
"2307254";2000;2307254;1;0;0;0;0
"2307304";2000;2307304;34;0;0;0;24
"2307403";2000;2307403;1;0;0;0;2
"2307502";2000;2307502;2;0;0;0;2
"2307601";2000;2307601;6;0;0;0;5
"2307635";2000;2307635;0;0;0;0;1
"2307650";2000;2307650;60;0;0;0;5
"2307700";2000;2307700;11;0;0;0;3
"2307809";2000;2307809;0;0;0;1;1
"2307908";2000;2307908;0;0;0;0;0
"2308005";2000;2308005;3;0;0;0;3
"2308104";2000;2308104;3;0;0;0;5
"2308203";2000;2308203;0;0;0;0;3
"2308302";2000;2308302;0;0;0;0;1
"2308351";2000;2308351;0;0;0;0;0
"2308377";2000;2308377;1;0;0;0;3
"2308401";2000;2308401;2;0;0;0;5
"2308500";2000;2308500;14;0;0;0;3
"2308609";2000;2308609;1;0;0;0;3
"2308708";2000;2308708;14;0;0;0;0
"2308807";2000;2308807;0;0;0;0;0
"2308906";2000;2308906;0;0;0;0;1
"2309003";2000;2309003;1;0;0;0;0
"2309102";2000;2309102;0;0;0;0;2
"2309201";2000;2309201;5;0;0;0;0
"2309300";2000;2309300;4;0;0;0;0
"2309409";2000;2309409;4;0;0;0;3
"2309458";2000;2309458;4;0;0;0;0
"2309508";2000;2309508;2;0;0;0;1
"2309607";2000;2309607;10;0;0;0;0
"2309706";2000;2309706;9;0;0;0;1
"2309805";2000;2309805;1;0;0;0;3
"2309904";2000;2309904;0;0;0;0;0
"2310001";2000;2310001;0;0;0;0;0
"2310100";2000;2310100;1;0;0;0;1
"2310209";2000;2310209;3;0;0;0;3
"2310258";2000;2310258;1;0;0;0;1
"2310308";2000;2310308;3;0;0;0;0
"2310407";2000;2310407;1;0;0;0;1
"2310506";2000;2310506;7;0;0;0;2
"2310605";2000;2310605;0;0;0;0;0
"2310704";2000;2310704;2;0;0;0;1
"2310803";2000;2310803;0;0;0;0;1
"2310852";2000;2310852;1;0;0;0;1
"2310902";2000;2310902;2;0;0;0;3
"2310951";2000;2310951;1;0;0;0;2
"2311009";2000;2311009;1;0;1;0;1
"2311108";2000;2311108;0;0;0;0;0
"2311207";2000;2311207;0;0;0;0;0
"2311231";2000;2311231;0;0;0;0;1
"2311264";2000;2311264;1;0;1;0;1
"2311306";2000;2311306;13;0;2;0;13
"2311355";2000;2311355;2;0;0;0;1
"2311405";2000;2311405;9;0;0;0;4
"2311504";2000;2311504;0;0;0;0;1
"2311603";2000;2311603;1;0;0;0;2
"2311702";2000;2311702;1;0;0;0;2
"2311801";2000;2311801;2;0;2;0;5
"2311900";2000;2311900;2;0;0;0;2
"2311959";2000;2311959;4;0;0;0;0
"2312007";2000;2312007;1;0;0;0;1
"2312106";2000;2312106;4;0;0;0;2
"2312205";2000;2312205;3;0;1;0;5
"2312304";2000;2312304;6;0;0;0;13
"2312403";2000;2312403;4;0;0;0;6
"2312502";2000;2312502;0;0;0;0;0
"2312601";2000;2312601;0;0;0;0;0
"2312700";2000;2312700;7;0;0;0;2
"2312809";2000;2312809;0;0;0;0;0
"2312908";2000;2312908;32;0;2;1;20
"2313005";2000;2313005;1;0;0;0;0
"2313104";2000;2313104;1;0;0;0;5
"2313203";2000;2313203;2;0;0;0;2
"2313252";2000;2313252;2;0;0;0;0
"2313302";2000;2313302;7;0;0;0;2
"2313351";2000;2313351;0;0;0;0;1
"2313401";2000;2313401;3;0;0;0;11
"2313500";2000;2313500;3;0;0;0;5
"2313559";2000;2313559;1;0;0;0;3
"2313609";2000;2313609;1;0;1;0;4
"2313708";2000;2313708;0;0;0;0;0
"2313757";2000;2313757;1;0;0;0;1
"2313807";2000;2313807;2;0;0;0;3
"2313906";2000;2313906;0;0;0;0;1
"2313955";2000;2313955;0;0;0;0;1
"2314003";2000;2314003;1;0;0;0;4
"2314102";2000;2314102;1;0;0;0;12
"2400109";2000;2400109;0;0;0;0;2
"2400208";2000;2400208;9;0;0;0;3
"2400307";2000;2400307;0;0;0;0;2
"2400406";2000;2400406;0;0;0;0;0
"2400505";2000;2400505;1;0;0;0;0
"2400604";2000;2400604;0;0;0;0;1
"2400703";2000;2400703;1;0;0;0;0
"2400802";2000;2400802;1;0;1;0;0
"2400901";2000;2400901;0;0;0;0;0
"2401008";2000;2401008;1;0;0;0;1
"2401107";2000;2401107;0;0;0;0;0
"2401206";2000;2401206;2;0;0;0;0
"2401305";2000;2401305;3;0;0;0;0
"2401404";2000;2401404;0;0;0;0;0
"2401453";2000;2401453;3;0;0;0;0
"2401503";2000;2401503;0;0;0;0;1
"2401602";2000;2401602;0;0;0;0;0
"2401651";2000;2401651;0;0;0;0;0
"2401701";2000;2401701;0;0;0;0;1
"2401800";2000;2401800;1;0;0;0;0
"2401859";2000;2401859;0;0;0;0;0
"2401909";2000;2401909;0;0;0;0;0
"2402006";2000;2402006;4;0;1;0;1
"2402105";2000;2402105;0;0;0;0;0
"2402204";2000;2402204;2;0;0;0;0
"2402303";2000;2402303;3;0;0;0;2
"2402402";2000;2402402;0;0;0;0;0
"2402501";2000;2402501;1;0;0;0;0
"2402600";2000;2402600;4;0;0;0;0
"2402709";2000;2402709;2;0;0;0;0
"2402808";2000;2402808;0;0;0;0;0
"2402907";2000;2402907;0;0;0;0;0
"2403004";2000;2403004;0;0;0;0;0
"2403103";2000;2403103;4;0;0;0;0
"2403202";2000;2403202;0;0;0;0;0
"2403251";2000;2403251;12;0;0;0;3
"2403301";2000;2403301;0;0;0;0;0
"2403400";2000;2403400;0;0;0;0;0
"2403509";2000;2403509;1;0;0;0;0
"2403608";2000;2403608;3;0;0;0;0
"2403707";2000;2403707;0;0;0;0;0
"2403756";2000;2403756;0;0;0;0;0
"2403806";2000;2403806;1;0;0;0;0
"2403905";2000;2403905;0;0;0;0;0
"2404002";2000;2404002;0;0;0;0;0
"2404101";2000;2404101;1;0;0;0;0
"2404200";2000;2404200;2;0;0;0;2
"2404309";2000;2404309;0;0;0;0;0
"2404408";2000;2404408;0;0;0;0;0
"2404507";2000;2404507;2;0;0;0;0
"2404606";2000;2404606;0;0;0;0;0
"2404705";2000;2404705;2;0;0;0;0
"2404804";2000;2404804;0;0;2;0;0
"2404853";2000;2404853;0;0;0;0;0
"2404903";2000;2404903;0;0;0;0;0
"2405009";2000;2405009;0;0;0;0;0
"2405108";2000;2405108;0;0;0;0;0
"2405207";2000;2405207;0;0;0;0;1
"2405306";2000;2405306;0;0;0;0;1
"2405405";2000;2405405;0;0;0;0;0
"2405504";2000;2405504;0;0;0;0;1
"2405603";2000;2405603;0;0;0;0;0
"2405702";2000;2405702;1;0;0;0;0
"2405801";2000;2405801;2;0;0;0;2
"2406007";2000;2406007;0;0;0;0;0
"2406106";2000;2406106;1;0;0;0;0
"2406205";2000;2406205;1;0;0;0;0
"2406304";2000;2406304;0;0;0;0;0
"2406403";2000;2406403;1;0;0;0;0
"2406502";2000;2406502;1;0;0;0;0
"2406601";2000;2406601;1;0;0;0;0
"2406700";2000;2406700;1;0;0;0;0
"2406809";2000;2406809;0;0;0;0;0
"2406908";2000;2406908;1;0;0;0;0
"2407005";2000;2407005;0;0;0;0;0
"2407104";2000;2407104;8;0;0;0;1
"2407203";2000;2407203;3;0;0;0;2
"2407252";2000;2407252;0;0;0;0;0
"2407302";2000;2407302;0;0;0;0;0
"2407401";2000;2407401;0;0;0;0;0
"2407500";2000;2407500;0;0;0;0;0
"2407609";2000;2407609;1;0;0;0;0
"2407708";2000;2407708;0;0;0;0;0
"2407807";2000;2407807;0;0;0;0;0
"2407906";2000;2407906;1;0;0;0;0
"2408003";2000;2408003;36;0;2;0;13
"2408102";2000;2408102;74;0;1;4;92
"2408201";2000;2408201;1;0;0;0;0
"2408300";2000;2408300;1;0;0;0;1
"2408409";2000;2408409;2;0;0;0;0
"2408508";2000;2408508;0;0;0;0;0
"2408607";2000;2408607;0;0;0;0;0
"2408706";2000;2408706;0;0;0;0;0
"2408805";2000;2408805;0;0;0;0;1
"2408904";2000;2408904;3;0;0;0;0
"2408953";2000;2408953;0;0;0;0;0
"2409100";2000;2409100;1;0;0;0;0
"2409209";2000;2409209;0;0;0;0;0
"2409308";2000;2409308;2;0;0;0;0
"2409332";2000;2409332;0;0;0;0;0
"2409407";2000;2409407;3;0;0;0;3
"2409506";2000;2409506;0;0;0;0;0
"2409605";2000;2409605;0;0;0;0;0
"2409704";2000;2409704;0;0;0;0;0
"2409803";2000;2409803;0;0;0;0;1
"2409902";2000;2409902;4;0;0;0;0
"2410009";2000;2410009;0;0;0;0;0
"2410108";2000;2410108;0;0;0;0;0
"2410207";2000;2410207;0;0;0;0;0
"2410256";2000;2410256;0;0;0;0;0
"2410306";2000;2410306;0;0;0;0;0
"2410405";2000;2410405;0;0;0;0;0
"2410504";2000;2410504;0;0;0;0;0
"2410603";2000;2410603;1;0;0;0;0
"2410702";2000;2410702;0;0;0;0;0
"2410801";2000;2410801;0;0;0;0;0
"2410900";2000;2410900;1;0;0;0;0
"2411007";2000;2411007;1;0;0;0;0
"2411056";2000;2411056;0;0;0;0;0
"2411106";2000;2411106;0;0;0;0;0
"2411205";2000;2411205;1;0;0;0;1
"2411403";2000;2411403;1;0;0;0;0
"2411429";2000;2411429;0;0;0;0;0
"2411502";2000;2411502;0;0;0;0;2
"2411601";2000;2411601;1;0;0;0;0
"2411700";2000;2411700;1;0;0;0;0
"2411809";2000;2411809;0;0;1;0;0
"2411908";2000;2411908;0;0;0;0;0
"2412005";2000;2412005;2;0;0;0;0
"2412104";2000;2412104;0;0;0;0;0
"2412203";2000;2412203;9;0;1;0;1
"2412302";2000;2412302;0;0;0;0;0
"2412401";2000;2412401;0;0;0;0;0
"2412500";2000;2412500;2;0;0;0;1
"2412559";2000;2412559;0;0;0;0;0
"2412609";2000;2412609;0;0;0;0;0
"2412708";2000;2412708;0;0;0;0;0
"2412807";2000;2412807;1;0;0;0;0
"2412906";2000;2412906;0;0;0;0;1
"2413003";2000;2413003;0;0;0;0;0
"2413102";2000;2413102;0;0;0;0;0
"2413201";2000;2413201;1;0;0;0;0
"2413300";2000;2413300;0;0;0;0;0
"2413359";2000;2413359;2;0;1;0;0
"2413409";2000;2413409;2;0;0;0;2
"2413508";2000;2413508;0;0;0;0;0
"2413557";2000;2413557;0;0;0;0;0
"2413607";2000;2413607;1;0;0;0;0
"2413706";2000;2413706;0;0;0;0;0
"2413805";2000;2413805;0;0;0;0;0
"2413904";2000;2413904;2;0;0;0;2
"2414001";2000;2414001;0;0;0;0;0
"2414100";2000;2414100;0;0;0;0;0
"2414159";2000;2414159;0;0;0;0;0
"2414209";2000;2414209;0;0;0;0;0
"2414308";2000;2414308;0;0;0;0;0
"2414407";2000;2414407;1;0;0;0;0
"2414456";2000;2414456;1;0;0;0;0
"2414506";2000;2414506;1;0;1;0;0
"2414605";2000;2414605;0;0;0;0;0
"2414704";2000;2414704;0;0;0;0;0
"2414753";2000;2414753;0;0;0;0;0
"2414803";2000;2414803;3;0;0;0;0
"2414902";2000;2414902;0;0;0;0;0
"2415008";2000;2415008;0;0;0;0;0
"2500106";2000;2500106;1;0;0;0;0
"2500205";2000;2500205;0;0;0;0;0
"2500304";2000;2500304;2;0;0;0;2
"2500403";2000;2500403;0;0;0;0;0
"2500502";2000;2500502;0;0;0;0;0
"2500536";2000;2500536;1;0;0;0;1
"2500577";2000;2500577;0;0;0;0;0
"2500601";2000;2500601;0;0;0;0;0
"2500700";2000;2500700;0;0;0;0;0
"2500734";2000;2500734;0;0;0;0;0
"2500775";2000;2500775;1;0;0;0;0
"2500809";2000;2500809;1;0;0;0;0
"2500908";2000;2500908;2;0;0;0;0
"2501005";2000;2501005;0;0;0;0;0
"2501104";2000;2501104;0;0;0;0;2
"2501153";2000;2501153;0;0;0;0;0
"2501203";2000;2501203;0;0;0;0;0
"2501302";2000;2501302;0;0;0;0;0
"2501351";2000;2501351;0;0;0;0;0
"2501401";2000;2501401;0;0;0;0;0
"2501500";2000;2501500;3;0;0;0;0
"2501534";2000;2501534;0;0;0;0;0
"2501575";2000;2501575;1;0;0;0;0
"2501609";2000;2501609;0;0;0;0;0
"2501708";2000;2501708;0;0;0;0;0
"2501807";2000;2501807;4;0;0;0;1
"2501906";2000;2501906;1;0;0;0;0
"2502003";2000;2502003;0;0;0;0;0
"2502052";2000;2502052;0;0;0;0;0
"2502102";2000;2502102;1;0;0;0;0
"2502151";2000;2502151;0;0;0;0;0
"2502201";2000;2502201;0;0;0;0;0
"2502300";2000;2502300;2;0;0;0;0
"2502409";2000;2502409;1;0;0;0;0
"2502508";2000;2502508;0;0;0;0;0
"2502607";2000;2502607;0;0;0;0;0
"2502706";2000;2502706;0;0;0;0;0
"2502805";2000;2502805;4;0;0;0;1
"2502904";2000;2502904;0;0;0;0;0
"2503001";2000;2503001;3;0;0;0;0
"2503100";2000;2503100;0;0;0;0;0
"2503209";2000;2503209;7;0;0;0;1
"2503308";2000;2503308;1;0;0;0;0
"2503407";2000;2503407;0;0;0;0;0
"2503506";2000;2503506;1;0;0;0;0
"2503555";2000;2503555;0;0;0;0;0
"2503605";2000;2503605;1;0;0;0;0
"2503704";2000;2503704;4;0;0;0;0
"2503753";2000;2503753;0;0;0;0;0
"2503803";2000;2503803;0;0;0;0;0
"2503902";2000;2503902;0;0;0;0;0
"2504009";2000;2504009;125;0;0;1;18
"2504033";2000;2504033;0;0;0;0;0
"2504074";2000;2504074;0;0;0;0;0
"2504108";2000;2504108;0;0;0;0;0
"2504157";2000;2504157;0;0;0;0;0
"2504207";2000;2504207;0;0;0;0;0
"2504306";2000;2504306;3;0;1;0;0
"2504355";2000;2504355;0;0;0;0;0
"2504405";2000;2504405;0;0;0;0;0
"2504504";2000;2504504;0;0;0;0;0
"2504603";2000;2504603;3;0;0;0;0
"2504702";2000;2504702;0;0;0;0;0
